FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.0013831258644536654,0.9999999532251242
0.0,0.2641770401106501,0.9999961999341797
0.0,0.2669432918395574,0.9999961191428384
0.0,0.43291839557399725,0.99998479653147
0.0,0.43568464730290457,0.9999847932932365
0.0,0.9183955739972337,0.9412990302711828
0.002789400278940028,0.9183955739972337,0.9401445472128902
0.002789400278940028,0.9294605809128631,0.9291853006187824
0.0041841004184100415,0.9294605809128631,0.9269125751744579
0.0041841004184100415,0.9405255878284924,0.8870863682959146
0.005578800557880056,0.9405255878284924,0.8870548259661555
0.005578800557880056,0.946058091286307,0.8569469219166838
0.008368200836820083,0.946058091286307,0.8456116529991561
0.009762900976290097,0.946058091286307,0.816985388763083
0.009762900976290097,0.9474412171507607,0.8146811219492636
0.011157601115760111,0.9474412171507607,0.8032701179858592
0.011157601115760111,0.9543568464730291,0.7603104637652845
0.01394700139470014,0.9543568464730291,0.7583545516176071
0.01394700139470014,0.9557399723374828,0.7299952023141782
0.016736401673640166,0.9557399723374828,0.6763003727133172
0.016736401673640166,0.9585062240663901,0.6171126791945958
0.019525801952580194,0.9585062240663901,0.6156136690745077
0.019525801952580194,0.9612724757952974,0.6000253989884008
0.02092050209205021,0.9612724757952974,0.598263724534218
0.02092050209205021,0.9626556016597511,0.5799025109815132
0.023709902370990237,0.9626556016597511,0.5766856866840216
0.023709902370990237,0.9695712309820194,0.4581188459606944
0.02510460251046025,0.9695712309820194,0.45263158213455285
0.02789400278940028,0.9695712309820194,0.4400512472898768
0.02789400278940028,0.9723374827109267,0.43677744597625173
0.029288702928870293,0.9723374827109267,0.42798174519084226
0.029288702928870293,0.9737206085753803,0.427939661962705
0.030683403068340307,0.9737206085753803,0.4198077041694565
0.030683403068340307,0.975103734439834,0.3993979069653617
0.03207810320781032,0.975103734439834,0.38913819384236625
0.03207810320781032,0.9806362378976486,0.27622085769634724
0.03347280334728033,0.9806362378976486,0.2751927042888937
0.03347280334728033,0.9820193637621023,0.24082380829134398
0.03486750348675035,0.9820193637621023,0.20434872556835465
0.03486750348675035,0.983402489626556,0.19867878180295268
0.03905160390516039,0.983402489626556,0.1969308132852794
0.04184100418410042,0.983402489626556,0.18642003329580842
0.043235704323570434,0.983402489626556,0.1794044771378063
0.04602510460251046,0.983402489626556,0.17450182534952874
0.04602510460251046,0.9861687413554634,0.15527107498915516
0.04741980474198047,0.9861687413554634,0.14551221446925722
0.04741980474198047,0.9875518672199171,0.1436467689543407
0.04881450488145049,0.9875518672199171,0.13474193436388995
0.04881450488145049,0.9889349930843707,0.12031486811029095
0.0502092050209205,0.9889349930843707,0.11291000452788222
0.0502092050209205,0.9903181189488244,0.10712122289622034
0.05299860529986053,0.9903181189488244,0.10125858530266915
0.05718270571827057,0.9903181189488244,0.10066303217993432
0.058577405857740586,0.9903181189488244,0.09255099291938707
0.058577405857740586,0.991701244813278,0.09164523278140659
0.06415620641562064,0.991701244813278,0.07640500412818943
0.06694560669456066,0.991701244813278,0.07562961891612051
0.06834030683403068,0.991701244813278,0.07558229953893109
0.07112970711297072,0.991701244813278,0.07327601552742447
0.07252440725244072,0.991701244813278,0.06048774227581545
0.07252440725244072,0.9930843706777317,0.05983069938615932
0.07810320781032078,0.9930843706777317,0.05662629778802339
0.08089260808926081,0.9930843706777317,0.056574431609492416
0.08368200836820083,0.9930843706777317,0.05656128856746999
0.09205020920502092,0.9930843706777317,0.055943833196387044
0.09623430962343096,0.9930843706777317,0.0558594719429612
0.09902370990237098,0.9930843706777317,0.05584026633219961
0.10460251046025104,0.9930843706777317,0.05494582602344344
0.1101813110181311,0.9930843706777317,0.05491680396024027
0.11297071129707113,0.9930843706777317,0.05489147425255576
0.11576011157601115,0.9930843706777317,0.05489000278167283
0.11854951185495119,0.9930843706777317,0.054205626396523716
0.12412831241283125,0.9930843706777317,0.05360931839018592
0.12691771269177127,0.9930843706777317,0.05349709208256678
0.13110181311018132,0.9930843706777317,0.05349259822408742
0.13249651324965134,0.9930843706777317,0.0534828766761361
0.13528591352859135,0.9930843706777317,0.053467320807534635
0.14086471408647142,0.9930843706777317,0.05315207555354574
0.14365411436541142,0.9930843706777317,0.05244537725393423
0.14365411436541142,0.9944674965421854,0.05239572064025148
0.15341701534170155,0.9944674965421854,0.04815724342243359
0.15620641562064155,0.9944674965421854,0.04782442971914022
0.15760111576011157,0.9944674965421854,0.047392787083097965
0.16178521617852162,0.9944674965421854,0.04618617605055975
0.16317991631799164,0.9944674965421854,0.045992642872292155
0.16736401673640167,0.9944674965421854,0.04587730933311271
0.16875871687587168,0.9944674965421854,0.04576347415841012
0.17154811715481172,0.9944674965421854,0.04570001003303151
0.17712691771269176,0.9944674965421854,0.042932933348306494
0.18270571827057183,0.9944674965421854,0.04221784555961807
0.18410041841004185,0.9944674965421854,0.041753330871815375
0.18688981868898186,0.9944674965421854,0.039966008076792056
0.1910739191073919,0.9944674965421854,0.038664973345456766
0.19386331938633194,0.9944674965421854,0.03843420685388324
0.20781032078103207,0.9944674965421854,0.03530881622881629
0.2105997210599721,0.9944674965421854,0.035129808349569025
0.21199442119944212,0.9944674965421854,0.034724462627708313
0.21478382147838215,0.9944674965421854,0.03453324940534468
0.2217573221757322,0.9944674965421854,0.033524241248264246
0.2301255230125523,0.9944674965421854,0.03308973587214576
0.24546722454672246,0.9944674965421854,0.030898976091938615
0.2482566248256625,0.9944674965421854,0.030424474833953087
0.25383542538354253,0.9944674965421854,0.02988546694486106
0.25662482566248257,0.9944674965421854,0.029388555156701662
0.2580195258019526,0.9944674965421854,0.029168244604739497
0.26638772663877264,0.9944674965421854,0.028612192469422114
0.2691771269177127,0.9944674965421854,0.028257511978157537
0.2719665271966527,0.9944674965421854,0.026790485243083657
0.27475592747559274,0.9944674965421854,0.026219874355569037
0.2775453277545328,0.9944674965421854,0.026187199205300403
0.2803347280334728,0.9944674965421854,0.025999826985763277
0.28312412831241285,0.9944674965421854,0.025881751735561523
0.28730822873082285,0.9944674965421854,0.025006433018125055
0.2928870292887029,0.9944674965421854,0.024879535661444994
0.29428172942817293,0.9944674965421854,0.024808791554523594
0.298465829846583,0.9944674965421854,0.024666459682893833
0.301255230125523,0.9944674965421854,0.024514072271338387
