Epoch,Loss
1166,0.0562757
1167,0.0562742
1168,0.0562723
1169,0.0562701
1170,0.0562674
1171,0.0562643
1172,0.0562607
1173,0.0562566
1174,0.056252
1175,0.0562468
1176,0.0562412
1177,0.056235
1178,0.0562283
1179,0.0562212
1180,0.0562135
1181,0.0562054
1182,0.056197
1183,0.0561882
1184,0.0561791
1185,0.0561698
1186,0.0561603
1187,0.0561508
1188,0.0561413
1189,0.0561318
1190,0.0561225
1191,0.0561134
1192,0.0561045
1193,0.0560959
1194,0.0560875
1195,0.0560795
1196,0.0560718
1197,0.0560645
1198,0.0560574
1199,0.0560507
1200,0.0560442
1201,0.0560381
1202,0.0560322
1203,0.0560265
1204,0.0560211
1205,0.0560158
1206,0.0560108
1207,0.0560059
1208,0.0560012
1209,0.0559966
1210,0.0559921
1211,0.0559877
1212,0.0559834
1213,0.0559792
1214,0.055975
1215,0.055971
1216,0.0559669
1217,0.0559629
1218,0.0559589
1219,0.0559549
1220,0.055951
1221,0.055947
1222,0.0559431
1223,0.0559391
1224,0.0559351
1225,0.0559312
1226,0.0559272
1227,0.0559232
1228,0.0559192
1229,0.0559151
1230,0.055911
1231,0.0559069
1232,0.0559028
1233,0.0558986
1234,0.0558944
1235,0.0558901
1236,0.0558858
1237,0.0558815
1238,0.0558771
1239,0.0558727
1240,0.0558682
1241,0.0558637
1242,0.0558591
1243,0.0558546
1244,0.0558499
1245,0.0558452
1246,0.0558405
1247,0.0558357
1248,0.0558309
1249,0.0558261
1250,0.0558212
1251,0.0558162
1252,0.0558112
1253,0.0558062
1254,0.0558012
1255,0.0557961
1256,0.055791
1257,0.0557858
1258,0.0557806
1259,0.0557754
1260,0.0557702
1261,0.0557649
1262,0.0557596
1263,0.0557543
1264,0.055749
1265,0.0557437
1266,0.0557383
1267,0.0557329
1268,0.0557276
1269,0.0557222
1270,0.0557168
1271,0.0557114
1272,0.055706
1273,0.0557006
1274,0.0556952
1275,0.0556898
1276,0.0556844
1277,0.0556791
1278,0.0556737
1279,0.0556684
1280,0.0556631
1281,0.0556578
1282,0.0556525
1283,0.0556473
1284,0.0556421
1285,0.0556369
1286,0.0556318
1287,0.0556267
1288,0.0556216
1289,0.0556166
1290,0.0556117
1291,0.0556067
1292,0.0556019
1293,0.0555971
1294,0.0555923
1295,0.0555876
1296,0.055583
1297,0.0555784
1298,0.0555739
1299,0.0555695
1300,0.0555651
1301,0.0555608
1302,0.0555566
1303,0.0555524
1304,0.0555484
1305,0.0555444
1306,0.0555405
1307,0.0555366
1308,0.0555329
1309,0.0555292
1310,0.0555256
1311,0.0555221
1312,0.0555187
1313,0.0555153
1314,0.0555121
1315,0.0555089
1316,0.0555058
1317,0.0555028
1318,0.0554999
1319,0.0554971
1320,0.0554943
1321,0.0554916
1322,0.055489
1323,0.0554864
1324,0.055484
1325,0.0554816
1326,0.0554793
1327,0.055477
1328,0.0554748
1329,0.0554727
1330,0.0554706
1331,0.0554686
1332,0.0554666
1333,0.0554647
1334,0.0554628
1335,0.055461
1336,0.0554592
1337,0.0554575
1338,0.0554558
1339,0.0554541
1340,0.0554525
1341,0.0554509
1342,0.0554494
1343,0.0554478
1344,0.0554463
1345,0.0554448
1346,0.0554434
1347,0.055442
1348,0.0554406
1349,0.0554392
1350,0.0554379
1351,0.0554365
1352,0.0554352
1353,0.055434
1354,0.0554327
1355,0.0554315
1356,0.0554303
1357,0.0554291
1358,0.0554279
1359,0.0554268
1360,0.0554256
1361,0.0554245
1362,0.0554234
1363,0.0554222
1364,0.0554211
1365,0.0554199
1366,0.0554187
1367,0.0554175
1368,0.0554162
1369,0.0554149
1370,0.0554135
1371,0.055412
1372,0.0554105
1373,0.0554089
1374,0.0554072
1375,0.0554054
1376,0.0554035
1377,0.0554015
1378,0.0553994
1379,0.0553972
1380,0.0553949
1381,0.0553925
1382,0.05539
1383,0.0553874
1384,0.0553847
1385,0.0553819
1386,0.055379
1387,0.0553761
1388,0.0553731
1389,0.05537
1390,0.0553669
1391,0.0553638
1392,0.0553606
1393,0.0553575
1394,0.0553543
1395,0.0553511
1396,0.0553479
1397,0.0553447
1398,0.0553415
1399,0.0553384
1400,0.0553353
1401,0.0553322
1402,0.0553292
1403,0.0553262
1404,0.0553233
1405,0.0553204
1406,0.0553176
1407,0.0553149
1408,0.0553122
1409,0.0553096
1410,0.055307
1411,0.0553045
1412,0.0553019
1413,0.0552994
1414,0.0552969
1415,0.0552944
1416,0.0552918
1417,0.0552892
1418,0.0552864
1419,0.0552836
1420,0.0552807
1421,0.0552776
1422,0.0552744
1423,0.055271
1424,0.0552674
1425,0.0552637
1426,0.0552598
1427,0.0552557
1428,0.0552515
1429,0.0552472
1430,0.0552427
1431,0.0552381
1432,0.0552334
1433,0.0552288
1434,0.0552241
1435,0.0552196
1436,0.0552151
1437,0.055211
1438,0.0552072
1439,0.0552038
1440,0.055201
1441,0.0551988
1442,0.0551973
1443,0.0551967
1444,0.0551969
1445,0.0551981
1446,0.0552001
1447,0.0552029
1448,0.0552065
1449,0.0552106
1450,0.0552151
1451,0.0552194
1452,0.0552233
1453,0.0552264
1454,0.0552285
1455,0.0552298
1456,0.0552307
1457,0.0552311
1458,0.0552312
1459,0.0552307
1460,0.0552295
1461,0.0552276
1462,0.0552252
1463,0.0552225
1464,0.0552196
1465,0.0552167
1466,0.0552139
1467,0.0552116
1468,0.0552102
1469,0.0552096
1470,0.0552096
1471,0.0552101
1472,0.055211
1473,0.0552121
1474,0.0552132
1475,0.0552144
1476,0.0552155
1477,0.0552167
1478,0.0552177
1479,0.0552188
1480,0.0552199
1481,0.055221
1482,0.0552222
1483,0.0552236
1484,0.0552253
1485,0.0552276
1486,0.0552307
1487,0.0552351
1488,0.0552415
1489,0.0552505
1490,0.0552625
1491,0.0552771
1492,0.0552929
1493,0.0553088
1494,0.0553238
1495,0.0553366
1496,0.0553464
1497,0.0553533
1498,0.0553578
1499,0.0553606
1500,0.0553611
1501,0.0553584
1502,0.0553523
1503,0.0553436
1504,0.0553326
1505,0.0553201
1506,0.055309
1507,0.0553022
1508,0.0552999
1509,0.0553006
1510,0.0553036
1511,0.0553079
1512,0.0552917
1513,0.0553164
1514,0.0553801
1515,0.0554085
1516,0.0554411
1517,0.0555197
1518,0.0554644
1519,0.0555339
1520,0.0554787
1521,0.055542
1522,0.0555134
1523,0.0555574
1524,0.0555305
1525,0.0555687
1526,0.0555578
1527,0.0555824
1528,0.0555821
1529,0.0555993
1530,0.0556059
1531,0.0556202
1532,0.0556304
1533,0.0556446
1534,0.0556563
1535,0.0556709
1536,0.0556825
1537,0.055698
1538,0.0557066
1539,0.0557273
1540,0.0557188
1541,0.0557653
1542,0.0556734
1543,0.0557748
1544,0.0557384
1545,0.0558329
1546,0.0556988
1547,0.0558109
1548,0.0557528
1549,0.0559054
1550,0.0557599
1551,0.0559301
1552,0.055818
1553,0.0559171
1554,0.0557971
1555,0.0559535
1556,0.0558631
1557,0.0557699
1558,0.0559522
1559,0.0558764
1560,0.0557859
1561,0.0559313
1562,0.0558653
1563,0.0558329
1564,0.0559422
1565,0.0558959
1566,0.0558449
1567,0.0559555
1568,0.0559412
1569,0.0559162
1570,0.0558797
1571,0.0558521
1572,0.0558836
1573,0.0558652
1574,0.0558599
1575,0.055867
1576,0.0558819
1577,0.0559103
1578,0.0559336
1579,0.055895
1580,0.0559249
1581,0.0558694
1582,0.0559199
1583,0.0558342
1584,0.0559142
1585,0.0558001
1586,0.0559073
1587,0.0557709
1588,0.0558995
1589,0.0557488
1590,0.0558597
1591,0.0557651
1592,0.0558549
1593,0.0557384
1594,0.0558024
1595,0.0557627
1596,0.0557839
1597,0.055746
1598,0.055756
1599,0.0557359
1600,0.0557286
1601,0.0557169
1602,0.0557035
1603,0.0556717
1604,0.0555378
1605,0.0555079
1606,0.0555042
1607,0.0555016
1608,0.0554993
1609,0.0554972
1610,0.0554952
1611,0.0554933
1612,0.0554915
1613,0.0554898
1614,0.0554882
1615,0.0554866
1616,0.0554851
1617,0.0554837
1618,0.0554823
1619,0.0554809
1620,0.0554795
1621,0.0554781
1622,0.0554766
1623,0.0554749
1624,0.0554728
1625,0.05547
1626,0.0554699
1627,0.0556456
1628,0.0555359
1629,0.0554443
1630,0.0553534
1631,0.0552953
1632,0.0555972
1633,0.0559303
1634,0.0557302
1635,0.0557497
1636,0.0559905
1637,0.0557189
1638,0.0556598
1639,0.05548
1640,0.0555775
1641,0.0556415
1642,0.055913
1643,0.0557597
1644,0.0558277
1645,0.0558054
1646,0.0556388
1647,0.0556579
1648,0.0556654
1649,0.0556693
1650,0.0556716
1651,0.0556731
1652,0.0556742
1653,0.0556749
1654,0.0556753
1655,0.0556755
1656,0.0556752
1657,0.0556746
1658,0.0556733
1659,0.0556714
1660,0.0556688
1661,0.0556657
1662,0.0556624
1663,0.0556591
1664,0.0556561
1665,0.0556535
1666,0.0556513
1667,0.0556493
1668,0.0556477
1669,0.0556463
1670,0.0556453
1671,0.0556447
1672,0.0556447
1673,0.0556454
1674,0.0556469
1675,0.0556497
1676,0.0556539
1677,0.0556598
1678,0.055668
1679,0.0556787
1680,0.0556921
1681,0.0557083
1682,0.0557272
1683,0.0557488
1684,0.0557729
1685,0.0557941
1686,0.055799
1687,0.0559404
1688,0.0559552
1689,0.0559497
1690,0.0559528
1691,0.0559517
1692,0.0559525
1693,0.0559522
1694,0.0559525
1695,0.0559526
1696,0.0559529
1697,0.0559533
1698,0.0559538
1699,0.0559544
1700,0.0559552
1701,0.0559562
1702,0.0559573
1703,0.0559585
1704,0.0559599
1705,0.0559614
1706,0.0559631
1707,0.0559648
1708,0.0559667
1709,0.0559687
1710,0.0559708
1711,0.0559729
1712,0.0559752
1713,0.0559775
1714,0.0559799
1715,0.0559823
