Epoch,Loss
0,0.282749
1,0.27856
2,0.274757
3,0.27134
4,0.268301
5,0.265621
6,0.263276
7,0.26124
8,0.259482
9,0.257973
10,0.256683
11,0.255585
12,0.254654
13,0.253867
14,0.253204
15,0.252646
16,0.252177
17,0.251785
18,0.251456
19,0.251181
20,0.250952
21,0.25076
22,0.2506
23,0.250467
24,0.250357
25,0.250264
26,0.250187
27,0.250123
28,0.25007
29,0.250026
30,0.249989
31,0.249958
32,0.249932
33,0.249911
34,0.249893
35,0.249878
36,0.249865
37,0.249854
38,0.249845
39,0.249837
40,0.24983
41,0.249824
42,0.249819
43,0.249814
44,0.249809
45,0.249804
46,0.2498
47,0.249795
48,0.24979
49,0.249785
50,0.249778
51,0.249771
52,0.249762
53,0.249751
54,0.249736
55,0.249717
56,0.249689
57,0.249647
58,0.249582
59,0.249471
60,0.249269
61,0.248875
62,0.248167
63,0.247132
64,0.245913
65,0.244645
66,0.243385
67,0.242151
68,0.24095
69,0.239783
70,0.238647
71,0.237539
72,0.236457
73,0.235396
74,0.234354
75,0.233329
76,0.23232
77,0.231324
78,0.23034
79,0.229367
80,0.228403
81,0.227449
82,0.226504
83,0.225566
84,0.224636
85,0.223712
86,0.222795
87,0.221884
88,0.220979
89,0.22008
90,0.219187
91,0.218299
92,0.217416
93,0.216538
94,0.215666
95,0.214799
96,0.213937
97,0.21308
98,0.212228
99,0.211381
100,0.210539
101,0.209703
102,0.208871
103,0.208045
104,0.207224
105,0.206408
106,0.205597
107,0.204792
108,0.203992
109,0.203197
110,0.202407
111,0.201623
112,0.200845
113,0.200072
114,0.199304
115,0.198542
116,0.197785
117,0.197034
118,0.196289
119,0.195549
120,0.194814
121,0.194085
122,0.193362
123,0.192645
124,0.191933
125,0.191226
126,0.190525
127,0.18983
128,0.18914
129,0.188456
130,0.187778
131,0.187105
132,0.186437
133,0.185775
134,0.185118
135,0.184467
136,0.183821
137,0.18318
138,0.182545
139,0.181916
140,0.181291
141,0.180672
142,0.180058
143,0.179449
144,0.178845
145,0.178247
146,0.177653
147,0.177065
148,0.176481
149,0.175903
150,0.175329
151,0.17476
152,0.174196
153,0.173637
154,0.173083
155,0.172533
156,0.171989
157,0.171448
158,0.170912
159,0.170381
160,0.169854
161,0.169332
162,0.168814
163,0.168301
164,0.167791
165,0.167286
166,0.166786
167,0.166289
168,0.165796
169,0.165308
170,0.164823
171,0.164343
172,0.163866
173,0.163393
174,0.162924
175,0.162459
176,0.161998
177,0.16154
178,0.161086
179,0.160635
180,0.160188
181,0.159744
182,0.159304
183,0.158867
184,0.158433
185,0.158003
186,0.157576
187,0.157152
188,0.156731
189,0.156314
190,0.155899
191,0.155487
192,0.155079
193,0.154673
194,0.15427
195,0.15387
196,0.153472
197,0.153078
198,0.152686
199,0.152296
200,0.15191
201,0.151525
202,0.151144
203,0.150764
204,0.150387
205,0.150013
206,0.14964
207,0.14927
208,0.148903
209,0.148537
210,0.148173
211,0.147812
212,0.147452
213,0.147095
214,0.146739
215,0.146386
216,0.146034
217,0.145684
218,0.145335
219,0.144989
220,0.144644
221,0.1443
222,0.143958
223,0.143618
224,0.143279
225,0.142941
226,0.142604
227,0.142269
228,0.141935
229,0.141602
230,0.141271
231,0.14094
232,0.14061
233,0.140282
234,0.139954
235,0.139627
236,0.1393
237,0.138975
238,0.13865
239,0.138326
240,0.138002
241,0.137679
242,0.137356
243,0.137033
244,0.136711
245,0.136389
246,0.136068
247,0.135746
248,0.135425
249,0.135104
250,0.134782
251,0.134461
252,0.13414
253,0.133818
254,0.133497
255,0.133175
256,0.132853
257,0.13253
258,0.132208
259,0.131885
260,0.131562
261,0.131238
262,0.130914
263,0.13059
264,0.130265
265,0.12994
266,0.129614
267,0.129288
268,0.128961
269,0.128634
270,0.128307
271,0.127979
272,0.127651
273,0.127322
274,0.126993
275,0.126664
276,0.126334
277,0.126003
278,0.125673
279,0.125342
280,0.125011
281,0.124679
282,0.124348
283,0.124017
284,0.123685
285,0.123354
286,0.123023
287,0.122691
288,0.12236
289,0.122029
290,0.121697
291,0.121366
292,0.121033
293,0.1207
294,0.120365
295,0.120029
296,0.119691
297,0.119352
298,0.119012
299,0.11867
300,0.118328
301,0.117985
302,0.117642
303,0.117299
304,0.116956
305,0.116614
306,0.116271
307,0.115929
308,0.115588
309,0.115248
310,0.114908
311,0.114569
312,0.114231
313,0.113893
314,0.113557
315,0.113221
316,0.112886
317,0.112552
318,0.112219
319,0.111886
320,0.111554
321,0.111223
322,0.110892
323,0.110562
324,0.110232
325,0.109903
326,0.109574
327,0.109246
328,0.108918
329,0.108591
330,0.108265
331,0.107939
332,0.107613
333,0.107289
334,0.106965
335,0.106642
336,0.10632
337,0.105999
338,0.105678
339,0.105359
340,0.105041
341,0.104724
342,0.104408
343,0.104094
344,0.10378
345,0.103468
346,0.103156
347,0.102846
348,0.102537
349,0.102229
350,0.101922
351,0.101616
352,0.101311
353,0.101007
354,0.100704
355,0.100402
356,0.100102
357,0.099802
358,0.0995035
359,0.0992065
360,0.0989109
361,0.0986169
362,0.0983248
363,0.0980346
364,0.0977465
365,0.0974606
366,0.097177
367,0.0968956
368,0.0966163
369,0.0963391
370,0.0960636
371,0.0957899
372,0.0955176
373,0.0952468
374,0.0949776
375,0.0947103
376,0.094445
377,0.0941821
378,0.0939217
379,0.0936639
380,0.0934089
381,0.0931567
382,0.0929072
383,0.0926604
384,0.0924163
385,0.0921747
386,0.0919357
387,0.0916992
388,0.0914653
389,0.0912337
390,0.0910047
391,0.090778
392,0.0905537
393,0.0903319
394,0.0901124
395,0.0898952
396,0.0896804
397,0.0894679
398,0.0892577
399,0.0890498
400,0.0888441
401,0.0886407
402,0.0884394
403,0.0882403
404,0.0880434
405,0.0878485
406,0.0876558
407,0.087465
408,0.0872763
409,0.0870895
410,0.0869047
411,0.0867217
412,0.0865405
413,0.0863612
414,0.0861835
415,0.0860075
416,0.0858332
417,0.0856604
418,0.0854891
419,0.0853193
420,0.0851509
421,0.0849839
422,0.0848182
423,0.0846538
424,0.0844906
425,0.0843287
426,0.0841679
427,0.0840083
428,0.0838497
429,0.0836923
430,0.0835359
431,0.0833806
432,0.0832263
433,0.083073
434,0.0829207
435,0.0827694
436,0.0826191
437,0.0824697
438,0.0823213
439,0.0821739
440,0.0820274
441,0.0818819
442,0.0817374
443,0.0815939
444,0.0814514
445,0.0813098
446,0.0811693
447,0.0810297
448,0.0808912
449,0.0807536
450,0.0806171
451,0.0804817
452,0.0803472
453,0.0802138
454,0.0800815
455,0.0799501
456,0.0798199
457,0.0796906
458,0.0795625
459,0.0794353
460,0.0793092
461,0.0791842
462,0.0790602
463,0.0789372
464,0.0788153
465,0.0786943
466,0.0785745
467,0.0784556
468,0.0783377
469,0.0782209
470,0.0781051
471,0.0779902
472,0.0778764
473,0.0777635
474,0.0776516
475,0.0775406
476,0.0774306
477,0.0773216
478,0.0772135
479,0.0771063
480,0.077
481,0.0768947
482,0.0767902
483,0.0766867
484,0.076584
485,0.0764822
486,0.0763813
487,0.0762812
488,0.076182
489,0.0760836
490,0.075986
491,0.0758893
492,0.0757933
493,0.0756982
494,0.0756038
495,0.0755103
496,0.0754175
497,0.0753254
498,0.0752342
499,0.0751436
500,0.0750538
501,0.0749648
502,0.0748764
503,0.0747888
504,0.0747019
505,0.0746156
506,0.0745301
507,0.0744452
508,0.074361
509,0.0742774
510,0.0741945
511,0.0741123
512,0.0740306
513,0.0739496
514,0.0738693
515,0.0737895
516,0.0737103
517,0.0736317
518,0.0735537
519,0.0734763
520,0.0733994
521,0.0733231
522,0.0732473
523,0.0731721
524,0.0730974
525,0.0730231
526,0.0729494
527,0.0728762
528,0.0728034
529,0.0727311
530,0.0726593
531,0.0725879
532,0.0725169
533,0.0724463
534,0.0723762
535,0.0723064
536,0.072237
537,0.0721679
538,0.0720992
539,0.0720309
540,0.0719629
541,0.0718951
542,0.0718277
543,0.0717606
544,0.0716937
545,0.0716272
546,0.0715609
547,0.0714948
548,0.071429
549,0.0713634
550,0.071298
551,0.0712329
552,0.0711679
553,0.0711032
554,0.0710386
555,0.0709743
556,0.0709101
557,0.0708461
558,0.0707822
559,0.0707185
560,0.070655
561,0.0705915
562,0.0705283
563,0.0704651
564,0.0704021
565,0.0703391
566,0.0702763
567,0.0702135
568,0.0701509
569,0.0700883
570,0.0700258
571,0.0699633
572,0.0699009
573,0.0698386
574,0.0697763
575,0.069714
576,0.0696517
577,0.0695895
578,0.0695273
579,0.0694651
580,0.0694029
581,0.0693408
582,0.0692786
583,0.0692165
584,0.0691544
585,0.0690923
586,0.0690302
587,0.0689681
588,0.0689061
589,0.0688441
590,0.0687821
591,0.0687202
592,0.0686583
593,0.0685965
594,0.0685347
595,0.068473
596,0.0684114
597,0.0683499
598,0.0682885
599,0.0682272
600,0.068166
601,0.0681049
602,0.068044
603,0.0679833
604,0.0679227
605,0.0678623
606,0.0678022
607,0.0677422
608,0.0676824
609,0.0676229
610,0.0675636
611,0.0675045
612,0.0674457
613,0.0673872
614,0.067329
615,0.0672711
616,0.0672134
617,0.0671561
618,0.0670991
619,0.0670425
620,0.0669861
621,0.0669302
622,0.0668745
623,0.0668193
624,0.0667644
625,0.0667098
626,0.0666557
627,0.0666019
628,0.0665485
629,0.0664954
630,0.0664428
631,0.0663905
632,0.0663386
633,0.0662871
634,0.066236
635,0.0661853
636,0.066135
637,0.066085
638,0.0660355
639,0.0659863
640,0.0659375
641,0.065889
642,0.065841
643,0.0657933
644,0.065746
645,0.065699
646,0.0656524
647,0.0656062
648,0.0655603
649,0.0655148
650,0.0654696
651,0.0654248
652,0.0653803
653,0.0653361
654,0.0652922
655,0.0652487
656,0.0652055
657,0.0651626
658,0.0651201
659,0.0650778
660,0.0650358
661,0.0649941
662,0.0649528
663,0.0649117
664,0.0648709
665,0.0648304
666,0.0647901
667,0.0647501
668,0.0647104
669,0.064671
670,0.0646318
671,0.0645929
672,0.0645542
673,0.0645158
674,0.0644776
675,0.0644396
676,0.0644019
677,0.0643645
678,0.0643273
679,0.0642903
680,0.0642535
681,0.0642169
682,0.0641806
683,0.0641445
684,0.0641086
685,0.0640729
686,0.0640374
687,0.0640022
688,0.0639671
689,0.0639322
690,0.0638976
691,0.0638631
692,0.0638289
693,0.0637948
694,0.063761
695,0.0637273
696,0.0636938
697,0.0636605
698,0.0636274
699,0.0635945
700,0.0635618
701,0.0635292
702,0.0634968
703,0.0634646
704,0.0634326
705,0.0634008
706,0.0633691
707,0.0633376
708,0.0633063
709,0.0632751
710,0.0632441
711,0.0632133
712,0.0631827
713,0.0631522
714,0.0631218
715,0.0630917
716,0.0630616
717,0.0630318
718,0.0630021
719,0.0629725
720,0.0629431
721,0.0629139
722,0.0628848
723,0.0628558
724,0.062827
725,0.0627983
726,0.0627698
727,0.0627414
728,0.0627132
729,0.0626851
730,0.0626571
731,0.0626292
732,0.0626015
733,0.0625739
734,0.0625465
735,0.0625192
736,0.062492
737,0.0624649
738,0.062438
739,0.0624112
740,0.0623845
741,0.0623579
742,0.0623314
743,0.0623051
744,0.0622788
745,0.0622527
746,0.0622267
747,0.0622009
748,0.0621751
749,0.0621494
750,0.0621239
751,0.0620984
752,0.0620731
753,0.0620479
754,0.0620228
755,0.0619978
756,0.0619728
757,0.061948
758,0.0619233
759,0.0618988
760,0.0618743
761,0.0618499
762,0.0618256
763,0.0618014
764,0.0617773
765,0.0617533
766,0.0617295
767,0.0617057
768,0.061682
769,0.0616584
770,0.0616349
771,0.0616115
772,0.0615882
773,0.061565
774,0.0615418
775,0.0615188
776,0.0614959
777,0.061473
778,0.0614503
779,0.0614276
780,0.061405
781,0.0613825
782,0.0613601
783,0.0613378
784,0.0613155
785,0.0612933
786,0.0612712
787,0.0612492
788,0.0612272
789,0.0612053
790,0.0611835
791,0.0611618
792,0.0611401
793,0.0611185
794,0.0610969
795,0.0610754
796,0.0610539
797,0.0610325
798,0.0610111
799,0.0609898
800,0.0609686
801,0.0609473
802,0.0609261
803,0.060905
804,0.0608838
805,0.0608627
806,0.0608417
807,0.0608206
808,0.0607996
809,0.0607786
810,0.0607576
811,0.0607366
812,0.0607156
813,0.0606947
814,0.0606737
815,0.0606527
816,0.0606318
817,0.0606108
818,0.0605899
819,0.060569
820,0.060548
821,0.0605271
822,0.0605061
823,0.0604852
824,0.0604642
825,0.0604432
826,0.0604223
827,0.0604013
828,0.0603803
829,0.0603594
830,0.0603384
831,0.0603174
832,0.0602965
833,0.0602755
834,0.0602545
835,0.0602336
836,0.0602126
837,0.0601917
838,0.0601708
839,0.0601499
840,0.0601289
841,0.0601081
842,0.0600872
843,0.0600663
844,0.0600455
845,0.0600247
846,0.0600039
847,0.0599831
848,0.0599624
849,0.0599417
850,0.059921
851,0.0599004
852,0.0598798
853,0.0598592
854,0.0598387
855,0.0598182
856,0.0597977
857,0.0597773
858,0.059757
859,0.0597367
860,0.0597164
861,0.0596962
862,0.059676
863,0.0596559
864,0.0596359
865,0.0596159
866,0.0595959
867,0.0595761
868,0.0595562
869,0.0595365
870,0.0595168
871,0.0594971
872,0.0594775
873,0.059458
874,0.0594386
875,0.0594192
876,0.0593999
877,0.0593806
878,0.0593614
879,0.0593423
880,0.0593233
881,0.0593043
882,0.0592854
883,0.0592666
884,0.0592478
885,0.0592292
886,0.0592106
887,0.059192
888,0.0591736
889,0.0591552
890,0.0591369
891,0.0591186
892,0.0591005
893,0.0590824
894,0.0590644
895,0.0590464
896,0.0590286
897,0.0590108
898,0.0589931
899,0.0589755
900,0.0589579
901,0.0589404
902,0.058923
903,0.0589057
904,0.0588884
905,0.0588712
906,0.0588541
907,0.0588371
908,0.0588201
909,0.0588032
910,0.0587864
911,0.0587696
912,0.0587529
913,0.0587363
914,0.0587198
915,0.0587033
916,0.0586868
917,0.0586705
918,0.0586542
919,0.0586379
920,0.0586218
921,0.0586057
922,0.0585896
923,0.0585736
924,0.0585577
925,0.0585418
926,0.0585259
927,0.0585101
928,0.0584944
929,0.0584787
930,0.0584631
931,0.0584475
932,0.058432
933,0.0584165
934,0.058401
935,0.0583856
936,0.0583702
937,0.0583549
938,0.0583395
939,0.0583243
940,0.058309
941,0.0582938
942,0.0582786
943,0.0582635
944,0.0582484
945,0.0582332
946,0.0582182
947,0.0582031
948,0.0581881
949,0.058173
950,0.058158
951,0.0581431
952,0.0581281
953,0.0581131
954,0.0580982
955,0.0580832
956,0.0580683
957,0.0580534
958,0.0580385
959,0.0580236
960,0.0580087
961,0.0579938
962,0.0579789
963,0.057964
964,0.0579491
965,0.0579342
966,0.0579193
967,0.0579044
968,0.0578896
969,0.0578747
970,0.0578598
971,0.0578449
972,0.05783
973,0.0578151
974,0.0578003
975,0.0577854
976,0.0577705
977,0.0577556
978,0.0577407
979,0.0577259
980,0.057711
981,0.0576961
982,0.0576813
983,0.0576664
984,0.0576516
985,0.0576367
986,0.0576219
987,0.0576071
988,0.0575923
989,0.0575775
990,0.0575628
991,0.057548
992,0.0575333
993,0.0575186
994,0.0575039
995,0.0574893
996,0.0574747
997,0.0574601
998,0.0574455
999,0.057431
1000,0.0574165
1001,0.0574021
1002,0.0573877
1003,0.0573733
1004,0.057359
1005,0.0573447
1006,0.0573305
1007,0.0573163
1008,0.0573022
1009,0.0572882
1010,0.0572742
1011,0.0572602
1012,0.0572464
1013,0.0572326
1014,0.0572188
1015,0.0572052
1016,0.0571916
1017,0.0571781
1018,0.0571646
1019,0.0571513
1020,0.057138
1021,0.0571248
1022,0.0571117
1023,0.0570987
1024,0.0570858
1025,0.057073
1026,0.0570603
1027,0.0570476
1028,0.0570351
1029,0.0570227
1030,0.0570104
1031,0.0569983
1032,0.0569862
1033,0.0569743
1034,0.0569624
1035,0.0569507
1036,0.0569392
1037,0.0569277
1038,0.0569164
1039,0.0569052
1040,0.0568942
1041,0.0568833
1042,0.0568725
1043,0.0568618
1044,0.0568513
1045,0.0568408
1046,0.0568305
1047,0.0568203
1048,0.0568102
1049,0.0568001
1050,0.0567901
1051,0.0567801
1052,0.0567701
1053,0.0567601
1054,0.0567501
1055,0.0567401
1056,0.0567299
1057,0.0567196
1058,0.0567092
1059,0.0566987
1060,0.056688
1061,0.0566771
1062,0.056666
1063,0.0566547
1064,0.0566432
1065,0.0566316
1066,0.0566198
1067,0.0566079
1068,0.0565959
1069,0.0565839
1070,0.0565719
1071,0.0565599
1072,0.056548
1073,0.0565363
1074,0.0565247
1075,0.0565133
1076,0.0565021
1077,0.0564912
1078,0.0564806
1079,0.0564702
1080,0.0564601
1081,0.0564504
1082,0.0564409
1083,0.0564317
1084,0.0564228
1085,0.0564142
1086,0.0564059
1087,0.0563978
1088,0.05639
1089,0.0563825
1090,0.0563751
1091,0.056368
1092,0.0563611
1093,0.0563544
1094,0.0563479
1095,0.0563416
1096,0.0563354
1097,0.0563295
1098,0.0563236
1099,0.0563179
1100,0.0563124
1101,0.056307
1102,0.0563017
1103,0.0562966
1104,0.0562916
1105,0.0562867
1106,0.056282
1107,0.0562774
1108,0.0562729
1109,0.0562686
1110,0.0562644
1111,0.0562603
1112,0.0562564
1113,0.0562527
1114,0.0562492
1115,0.0562458
1116,0.0562426
1117,0.0562396
1118,0.0562368
1119,0.0562342
1120,0.0562319
1121,0.0562297
1122,0.0562279
1123,0.0562263
1124,0.0562249
1125,0.0562238
1126,0.056223
1127,0.0562225
1128,0.0562223
1129,0.0562224
1130,0.0562228
1131,0.0562235
1132,0.0562246
1133,0.0562259
1134,0.0562275
1135,0.0562294
1136,0.0562316
1137,0.056234
1138,0.0562366
1139,0.0562394
1140,0.0562423
1141,0.0562452
1142,0.0562482
1143,0.0562512
1144,0.056254
1145,0.0562568
1146,0.0562594
1147,0.0562619
1148,0.0562641
1149,0.0562662
1150,0.0562681
1151,0.0562699
1152,0.0562715
1153,0.0562729
1154,0.0562741
1155,0.0562752
1156,0.0562762
1157,0.056277
1158,0.0562777
1159,0.0562782
1160,0.0562785
1161,0.0562786
1162,0.0562786
1163,0.0562783
1164,0.0562777
1165,0.0562769
