FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.14522821576763487,0.9999999999999699
0.0,0.4287690179806362,0.9959130982204376
0.0,0.4315352697095436,0.9958682494079992
0.0,0.5587828492392808,0.9686287360812504
0.001394700139470014,0.5587828492392808,0.9676654344589047
0.001394700139470014,0.715076071922545,0.8670006387234471
0.0041841004184100415,0.715076071922545,0.8601140535370945
0.0041841004184100415,0.8022130013831259,0.7420049986226067
0.0041841004184100415,0.8049792531120332,0.7415570110663116
0.0041841004184100415,0.8118948824343015,0.7299721344822643
0.005578800557880056,0.8118948824343015,0.729644054011773
0.005578800557880056,0.8312586445366529,0.7001851689015389
0.00697350069735007,0.8312586445366529,0.6993201435142721
0.00697350069735007,0.8450899031811895,0.6872307415541905
0.009762900976290097,0.8450899031811895,0.6853789785686638
0.009762900976290097,0.8921161825726142,0.6452587373366796
0.011157601115760111,0.8921161825726142,0.644455126347437
0.011157601115760111,0.9073305670816044,0.6236929260753168
0.01394700139470014,0.9073305670816044,0.6224978938688317
0.01394700139470014,0.9253112033195021,0.6064686907477781
0.015341701534170154,0.9253112033195021,0.602159445586744
0.015341701534170154,0.9474412171507607,0.5759084125120972
0.022315202231520222,0.9474412171507607,0.5685380465067202
0.026499302649930265,0.9474412171507607,0.5681688578095279
0.026499302649930265,0.9488243430152143,0.5638588359906046
0.029288702928870293,0.9488243430152143,0.5631136993603278
0.029288702928870293,0.9515905947441217,0.5624899354510737
0.030683403068340307,0.9515905947441217,0.5602181784864518
0.03347280334728033,0.9515905947441217,0.5586876973515902
0.03486750348675035,0.9515905947441217,0.5553764023163369
0.03486750348675035,0.9640387275242047,0.5478975285566274
0.03765690376569038,0.9640387275242047,0.5446692043125926
0.03765690376569038,0.9681881051175657,0.5433588913083733
0.03905160390516039,0.9681881051175657,0.5410858816534937
0.03905160390516039,0.9695712309820194,0.5401334477050688
0.04184100418410042,0.9695712309820194,0.5372000021177875
0.044630404463040445,0.9695712309820194,0.5371495703195609
0.04602510460251046,0.9695712309820194,0.5350019295300524
0.0502092050209205,0.9695712309820194,0.5323295815332797
0.05299860529986053,0.9695712309820194,0.5302083387514372
0.05299860529986053,0.970954356846473,0.5292701815379264
0.05439330543933055,0.970954356846473,0.5291126849038552
0.05439330543933055,0.9723374827109267,0.5273325855005937
0.058577405857740586,0.9723374827109267,0.5130595093818381
0.06276150627615062,0.9723374827109267,0.5066551030085519
0.06555090655509066,0.9723374827109267,0.5060244491043486
0.06834030683403068,0.9737206085753803,0.5
0.07112970711297072,0.9737206085753803,0.4947189992342756
0.07112970711297072,0.975103734439834,0.4939171970920934
0.07391910739191074,0.975103734439834,0.4660874534327349
0.0794979079497908,0.975103734439834,0.4589367076471748
0.08089260808926081,0.975103734439834,0.45867131778111647
0.08089260808926081,0.9764868603042877,0.4529799655658752
0.08368200836820083,0.9764868603042877,0.4523058514157564
0.08507670850767085,0.9764868603042877,0.4488405837194253
0.08786610878661087,0.9764868603042877,0.44638190800604377
0.09205020920502092,0.9764868603042877,0.43802618229533336
0.09483960948396095,0.9764868603042877,0.43726068535843354
0.09483960948396095,0.9806362378976486,0.4271216172545604
0.09623430962343096,0.9806362378976486,0.42113750024093677
0.09623430962343096,0.9820193637621023,0.41332217027406315
0.09902370990237098,0.9820193637621023,0.41118489109808803
0.09902370990237098,0.983402489626556,0.4072619941927373
0.100418410041841,0.983402489626556,0.4054768088282252
0.100418410041841,0.9847856154910097,0.4052091335637047
0.10320781032078104,0.9847856154910097,0.4029591133262154
0.10460251046025104,0.9847856154910097,0.40198803256631704
0.10739191073919108,0.9847856154910097,0.4004636917060665
0.11576011157601115,0.9847856154910097,0.38757022879707154
0.11576011157601115,0.9861687413554634,0.38662825751366975
0.11854951185495119,0.9861687413554634,0.3863268529006014
0.13110181311018132,0.9861687413554634,0.36585372264064264
0.13110181311018132,0.9875518672199171,0.3658330984799417
0.13389121338912133,0.9875518672199171,0.36395433014352985
0.14225941422594143,0.9875518672199171,0.3579995725284756
0.14504881450488144,0.9875518672199171,0.34840463404034366
0.14783821478382148,0.9875518672199171,0.3432585361606328
