Training_ID,Kernel,Accuracy,Sensitivity,Specificity,AUC,TP,FP,TN,FN
9,poly,0.95,0.9764868603042877,0.9232914923291492,0.990507165440758,706,55,662,17
9,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947857891051348,697,17,700,26
10,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9932425524362883,696,18,699,27
10,poly,0.95,0.9764868603042877,0.9232914923291492,0.9903817774614141,706,55,662,17
10,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.99482244097602,697,17,700,26
11,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931113773194366,696,18,699,27
11,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905090944865941,706,55,662,17
11,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947742148301184,697,17,700,26
12,linear,0.96875,0.9626556016597511,0.9748953974895398,0.993129703254879,696,18,699,27
12,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904261455156435,706,55,662,17
12,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947915762426431,697,17,700,26
13,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931441710986495,696,18,699,27
13,poly,0.95,0.9764868603042877,0.9232914923291492,0.9902216666570214,706,55,662,17
13,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947684276926103,697,17,700,26
14,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931538163278297,696,18,699,27
14,poly,0.95,0.9764868603042877,0.9232914923291492,0.9903451255905291,706,55,662,17
14,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947259886842172,697,17,700,26
15,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9932001134278952,696,18,699,27
15,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905602142012496,706,55,662,17
15,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9948127957468398,697,17,700,26
16,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931557453736659,696,18,699,27
16,poly,0.95,0.9764868603042877,0.9232914923291492,0.990410713148955,706,55,662,17
16,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.994716343455037,697,17,700,26
17,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931287387319611,696,18,699,27
17,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904145712406273,706,55,662,17
17,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.994689336813332,697,17,700,26
18,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931075192277644,696,18,699,27
18,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904396488364959,706,55,662,17
18,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.994683549675824,697,17,700,26
19,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931538163278297,696,18,699,27
19,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905688949075118,706,55,662,17
19,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947491372342497,697,17,700,26
20,linear,0.96875,0.9626556016597511,0.9748953974895398,0.993198184382059,696,18,699,27
20,poly,0.95,0.9764868603042877,0.9232914923291492,0.9901859793090544,706,55,662,17
20,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9948262990676922,697,17,700,26
21,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931499582361576,696,18,699,27
21,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905283849449548,706,55,662,17
21,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947337048675614,697,17,700,26
22,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931461001444856,696,18,699,27
22,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904377197906599,706,55,662,17
22,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947954343343153,697,17,700,26
23,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931133063652726,696,18,699,27
23,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905264558991185,706,55,662,17
23,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947703567384465,697,17,700,26
24,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9932213329320919,696,18,699,27
24,poly,0.95,0.9764868603042877,0.9232914923291492,0.9905187397157744,706,55,662,17
24,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.994756853417594,697,17,700,26
25,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931682841716003,696,18,699,27
25,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904791942761351,706,55,662,17
25,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947298467758893,697,17,700,26
26,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931026966131743,696,18,699,27
26,poly,0.95,0.9764868603042877,0.9232914923291492,0.9904656909552828,706,55,662,17
26,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947491372342498,697,17,700,26
27,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9931885391528787,696,18,699,27
27,poly,0.95,0.9764868603042877,0.9232914923291492,0.990472442615709,706,55,662,17
27,rbf,0.9701388888888889,0.9640387275242047,0.9762900976290098,0.9947375629592334,697,17,700,26
28,linear,0.96875,0.9626556016597511,0.9748953974895398,0.9932020424737312,696,18,699,27
