FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.004149377593360996,0.9999999999999699
0.0,0.27800829875518673,0.9999990146892623
0.0,0.28077455048409405,0.9999989960929
0.0,0.7814661134163209,0.9734369993073233
0.0,0.7842323651452282,0.9733548895256676
0.0,0.8174273858921162,0.9629424885036997
0.001394700139470014,0.8174273858921162,0.962242831303462
0.001394700139470014,0.8201936376210235,0.9613574787140076
0.002789400278940028,0.8201936376210235,0.9612961789846992
0.002789400278940028,0.8229598893499308,0.9606523243898814
0.005578800557880056,0.8229598893499308,0.9588426139439896
0.005578800557880056,0.9253112033195021,0.8391763857248182
0.008368200836820083,0.9253112033195021,0.8386525851646944
0.008368200836820083,0.9322268326417704,0.824300412451173
0.009762900976290097,0.9322268326417704,0.8237215560695953
0.009762900976290097,0.9363762102351314,0.816456969395167
0.011157601115760111,0.9363762102351314,0.8122084628796437
0.011157601115760111,0.9529737206085753,0.7293234938631248
0.012552301255230125,0.9529737206085753,0.7245074572713393
0.012552301255230125,0.9543568464730291,0.697923582152369
0.01394700139470014,0.9543568464730291,0.6965705293781796
0.01394700139470014,0.9557399723374828,0.6604162137498645
0.019525801952580194,0.9557399723374828,0.6558760151400752
0.019525801952580194,0.9585062240663901,0.6539384388875936
0.022315202231520222,0.9585062240663901,0.6269419364804087
0.022315202231520222,0.9626556016597511,0.5798209469261316
0.02510460251046025,0.9626556016597511,0.5483484438555049
0.02510460251046025,0.9640387275242047,0.5
0.026499302649930265,0.9640387275242047,0.48878987750463976
0.026499302649930265,0.966804979253112,0.46872970968056316
0.02789400278940028,0.966804979253112,0.4538581612300893
0.030683403068340307,0.966804979253112,0.4507016746009512
0.030683403068340307,0.970954356846473,0.40846775647861605
0.03207810320781032,0.970954356846473,0.3947517434047946
0.03207810320781032,0.975103734439834,0.37553505278208993
0.03486750348675035,0.975103734439834,0.3701775421064783
0.03486750348675035,0.979253112033195,0.3358754183313996
0.03905160390516039,0.979253112033195,0.33254221383298227
0.03905160390516039,0.9806362378976486,0.32044572352801715
0.04602510460251046,0.9806362378976486,0.29428893144507556
0.04602510460251046,0.983402489626556,0.28760641690371586
0.04741980474198047,0.983402489626556,0.2796705837404715
0.0502092050209205,0.983402489626556,0.25870649207776175
0.05160390516039052,0.983402489626556,0.25855256396982057
0.05160390516039052,0.9847856154910097,0.25840233515568556
0.05299860529986053,0.9847856154910097,0.2475233703350673
0.05299860529986053,0.9861687413554634,0.2327395303313726
0.05718270571827057,0.9861687413554634,0.2098653215192984
0.05718270571827057,0.9875518672199171,0.20468811754948907
0.0599721059972106,0.9875518672199171,0.2044413868687743
0.0599721059972106,0.9889349930843707,0.20222980585823702
0.06415620641562064,0.9889349930843707,0.18854205764027576
0.06834030683403068,0.9889349930843707,0.18715333383983168
0.0697350069735007,0.9889349930843707,0.1710163000435452
0.07531380753138076,0.9889349930843707,0.1703990258001446
0.0794979079497908,0.9889349930843707,0.16533392290165408
0.08089260808926081,0.9889349930843707,0.16165092224996028
0.08089260808926081,0.9903181189488244,0.14942773543137464
0.08368200836820083,0.9903181189488244,0.14922821596175997
0.08647140864714087,0.9903181189488244,0.14734081117927963
0.08786610878661087,0.9903181189488244,0.14734056369929527
0.09065550906555091,0.9903181189488244,0.1461306846519522
0.09205020920502092,0.9903181189488244,0.14613062934476853
0.09205020920502092,0.991701244813278,0.1422933529781825
0.09483960948396095,0.991701244813278,0.1405041211856289
0.09762900976290098,0.991701244813278,0.13989140582991655
0.09762900976290098,0.9930843706777317,0.13823288611470483
0.10320781032078104,0.9930843706777317,0.12718601829731047
0.11297071129707113,0.9930843706777317,0.11383112069032164
0.11854951185495119,0.9930843706777317,0.1047460162219221
0.12273361227336123,0.9930843706777317,0.09081337173684166
0.12552301255230125,0.9930843706777317,0.09039378610252011
0.12691771269177127,0.9930843706777317,0.08981017073444272
0.1297071129707113,0.9930843706777317,0.08902640335264626
0.13110181311018132,0.9930843706777317,0.08852779900139172
0.13389121338912133,0.9930843706777317,0.0877662397565403
0.14086471408647142,0.9930843706777317,0.08091657817059665
0.14644351464435146,0.9930843706777317,0.07842720972988791
0.1492329149232915,0.9930843706777317,0.07564575924642612
0.15481171548117154,0.9930843706777317,0.07323412169704908
